title,videoIDS,video_description,publishedDate,likes,dislikes,views,comment
Flying to New York | VLOGMAS,g7O5gXi_g48,"Flying to New York
VLOGMAS

Links below marked with a ""*"" are ad - affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link. This does not affect you as the consumer or the price of the product. It is also not a paid-for promotion or a collaboration/advert with the brands featured. Anything featured below may have been sent by PR's, however, I am never under any obligation to post & only talk about or use products I like & would naturally recommend --


F E A T U R I N G :
↠ Alfie: http://bit.ly/2uKk2oN
↠ Zach: http://bit.ly/356aww7

W E A R I N G :
⇢ Zara Tracksuit - https://go.zara/38n4xoL
⇢ *ASOS Camel Coat - similar - http://bit.ly/36gxMaY
⇢ *& Other Stories Bag - http://bit.ly/2LC2Gmc
⇢ *Necklaces - Daisy London X Estee Lalonde - http://bit.ly/2PSMnEg
⇢ *Adidas Falcon Trainers - http://bit.ly/36fFeD4

C O O L  S H I Z Z
⇢ Filmm App: https://apple.co/2Z3FULG [co founder]
⇢ Cordially Invited: http://bit.ly/2HRDiFm
⇢ Zoella Lifestyle - http://bit.ly/19ZoellaLifestyle",2019-12-09T13:24:11Z,30124,344,710026,0
Packing for New York & Decorating The Tree | VLOGMAS,xcNjkPG3VRw,"Packing for New York & Decorating The Tree
VLOGMAS

Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link. This does not affect you as the consumer or the price of the product. It is also not a paid for promotion or a collaboration/advert with the brands featured. Anything featured below may have been sent by PR's, however I am never under any obligation to post & only talk about or use products I like & would naturally recommend --

M E N T I O N E D :
↠ Zoella Lifestyle - http://bit.ly/19ZoellaLifestyle
↠ Ivy and Duke beds - https://ivyandduke.co.uk/
↠ *White Company decorations - http://bit.ly/2Pp3L1R
↠ *John Lewis Decorations - http://bit.ly/2YshYPD

F E A T U R I N G :
↠ Alfie: http://bit.ly/2uKk2oN
↠ Mark: http://bit.ly/29Y2AQ6
↠ Poppy: http://bit.ly/2SrtF4W
↠ Sean: http://bit.ly/28KESa4

W E A R I N G :
⇢ *Cosy Hoodie - H&M - http://bit.ly/3679mQY
⇢ *ASOS Camel Coat - Similar - http://bit.ly/36gxMaY
⇢ *ASOS Glasses - similar - http://bit.ly/2Pl8YHS
⇢ *Check Blanket - M&S - http://bit.ly/2sI66x9
⇢ Zara Loungewear - https://go.zara/2rTiQR1
⇢ *Necklaces - Daisy London X Estee Lalonde - http://bit.ly/2PSMnEg

C O O L  S H I Z Z
⇢ Filmm App: https://apple.co/2Z3FULG [co founder]
⇢ Cordially Invited: http://bit.ly/2HRDiFm",2019-12-08T11:42:22Z,24935,185,590715,0
Picking Our Christmas Tree | VLOGMAS,chc-xFGwwfU,"Picking Our Christmas Tree 
VLOGMAS

Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link. This does not affect you as the consumer or the price of the product. It is also not a paid for promotion or a collaboration/advert with the brands featured. Anything featured below may have been sent by PR's, however I am never under any obligation to post & only talk about or use products I like & would naturally recommend --

M E N T I O N E D :
↠ Wilderness Wood - http://bit.ly/2RrzYs0
↠ Gunns Florist - http://bit.ly/2rZEQK4
↠ The Nightshift Before Christmas - Adam Kay - https://amzn.to/33SZqJu

F E A T U R I N G :
↠ Alfie: http://bit.ly/2uKk2oN

W E A R I N G :
⇢ *High Neck White Top - Urban Outfitters - http://bit.ly/2OPo753
⇢ *Cosy Hoodie - H&M - http://bit.ly/3679mQY
⇢ Sherpa Coat - Zara - https://go.zara/34R85gU
⇢ *Black Bag - & Other Stories - http://bit.ly/2P8c168
⇢ *Black Jeans - Topshop Joni - http://bit.ly/2qqPF7t
⇢ Lace Up Boots - Zara - https://go.zara/2MVJsd5

C O O L  S H I Z Z
⇢ Filmm App: https://apple.co/2Z3FULG [co founder]
⇢ Cordially Invited: http://bit.ly/2HRDiFm",2019-12-06T15:15:54Z,22167,176,527821,0
Winter Sunset & Christmas Shopping with Mark | VLOGMAS | AD,FF64RI7SJUY,"Winter Sunset & Christmas Shopping with Mark
VLOGMAS
This video contains paid for content
Ultimate dream collaboration, thank you Homesense! I love shopping in here as there’s always something new to find & it’s the PERFECT place for a gift for anyone (especially this time of year, the stocking filler options are literally endless) & you’re making amazing savings on quality items too! And don’t even get my started on the seasonal decorations!! 

Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link. This does not affect you as the consumer or the price of the product. It is also not a paid for promotion or a collaboration/advert with the brands featured. Anything featured below may have been sent by PR's, however I am never under any obligation to post & only talk about or use products I like & would naturally recommend --

M E N T I O N E D :
↠ Homesense - http://bit.ly/2kpmAWY
↠ Filmm App: https://apple.co/2Z3FULG [co founder]

F E A T U R I N G :
↠ Alfie: http://bit.ly/2uKk2oN
↠ Mark: http://bit.ly/29Y2AQ6

W E A R I N G :
⇢ Headband - Anthropologie - http://bit.ly/384LoYl
⇢ *Jumper Dress - ASOS - similar - http://bit.ly/2rh3Vjk | http://bit.ly/2QJVQON
⇢ Black Coat - Zara - https://go.zara/363sY8x
⇢ Beige Hat - Primark -  http://bit.ly/2bDQJuX

C O O L  S H I Z Z
⇢ Cordially Invited: http://bit.ly/2HRDiFm",2019-12-05T08:47:54Z,26011,328,761093,0
Christmas Carols & Colonics | VLOGMAS,exkM4gGBWbU,"Christmas Carols & Colonics
VLOGMAS

Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link. This does not affect you as the consumer or the price of the product. It is also not a paid for promotion or a collaboration/advert with the brands featured. Anything featured below may have been sent by PR's, however I am never under any obligation to post & only talk about or use products I like & would naturally recommend --

M E N T I O N E D :
↠ Huzzle Puzzles - http://bit.ly/33N6De1

F E A T U R I N G :
↠ Alfie: http://bit.ly/2uKk2oN
↠ Mark: http://bit.ly/29Y2AQ6
↠ Poppy: http://bit.ly/2SrtF4W
↠ Sean: http://bit.ly/28KESa4

W E A R I N G :
⇢ *Round Glasses - ASOS (Old) - http://bit.ly/36io9cq 
⇢ *High Neck White Top - Urban Outfitters - http://bit.ly/2OPo753
⇢ *Zip Teddy Fleece - & Other Stories - http://bit.ly/2PawmYs
⇢ Hat - Primark
⇢ *Black Coat - & Other Stories - http://bit.ly/2Pc6L1d
⇢ *Black Bag - & Other Stories - http://bit.ly/2P8c168
⇢ *Mom Jeans - Topshop - http://bit.ly/2sKMrN4
⇢ Dr Martens - http://bit.ly/2LoBZRL
⇢ Zara Loungewear - https://go.zara/2rTiQR1

C O O L  S H I Z Z
⇢ Filmm App: https://apple.co/2Z3FULG [co founder]
⇢ Cordially Invited: http://bit.ly/2HRDiFm",2019-12-04T13:45:11Z,26633,309,676731,0
"Ice Skating, Christmas Huts & Terrible Karaoke | VLOGMAS",D58WbOn6TaE,"HELLO, WELCOME TO VLOGMAS 2019!
Ice Skating, Christmas Huts & Terrible Kareoke

Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link. This does not affect you as the consumer or the price of the product. It is also not a paid for promotion or a collaboration/advert with the brands featured. Anything featured below may have been sent by PR's, however I am never under any obligation to post & only talk about or use products I like & would naturally recommend --

M E N T I O N E D :
↠ Natural History Museum [gifted] - http://bit.ly/2OMH7Bs
↠ Winter Wonderland [gifted] - http://bit.ly/380tW7f
↠ Lily’s Kitchen Dog Calendar - http://bit.ly/2Lkd9Cv
↠ How to Spend It Well at Christmas with Phillip Schofield - http://bit.ly/35VwstN
↠ *Check Blanket - M&S - http://bit.ly/2sI66x9

F E A T U R I N G :
↠ Alfie: http://bit.ly/2uKk2oN
↠ Mark: http://bit.ly/29Y2AQ6
↠ Poppy: http://bit.ly/2SrtF4W
↠ Sean: http://bit.ly/28KESa4

W E A R I N G :
↠ Red & Black Check Hoodie - Zara - https://go.zara/33JdfKg
↠ *Red Lipstick - Patrickstarr x MAC “Patty Pout” - http://bit.ly/2GKofxq
↠ Teddy Coat - Zara - https://go.zara/34R85gU
↠ *Green Hat - Pieces - (Similar) http://bit.ly/2RqihZV
↠ *Green Scarf - Topshop - http://bit.ly/2Yb0ZRG

C O O L  S H I Z Z
⇢ Filmm App: https://apple.co/2Z3FULG [co founder]
⇢ Cordially Invited: http://bit.ly/2HRDiFm",2019-12-03T13:36:02Z,41379,433,732649,0
Acroyoga Fail & Office Movie Night | AD,aqkpzyNVuwM,"Acroyoga Fail & Office Movie Night
This video contains a paid for promotion
LG OLED Offer - https://lgoled.co/ZoeSugg_BF2019

Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link. This does not affect you as the consumer or the price of the product. It is also not a paid for promotion or a collaboration/advert with the brands featured. Anything featured below may have been sent by PR's, however I am never under any obligation to post & only talk about or use products I like & would naturally recommend --

M E N T I O N E D :
↠ John Lewis Advert - http://bit.ly/2KP6qAh
↠ *The Holiday - http://bit.ly/2ObFltc
↠ PizzaFace Pizza -http://bit.ly/2XExGXv
↠ Clare Perfect Brows Instagram - http://bit.ly/2XK1vFZ
↠ Cafe Marmalade - http://bit.ly/2OHh8da
↠ Baked By Stephs Cookie Recipe - http://bit.ly/ZoellaBakedBySteph
↠ Sam Tompkins Instagram - http://bit.ly/2pFTGoa

F E A T U R I N G :
↠ Alfie: http://bit.ly/2uKk2oN

W E A R I N G :
⇢ *Jumper Dress - ASOS - similar - http://bit.ly/2rh3Vjk | http://bit.ly/2QJVQON
⇢ *Denim Jacket - Wrangler [part of previous sponsor] - https://amzn.to/2NouxZw
⇢ *Hat - Nike - http://bit.ly/2KQthLY
⇢ *Necklaces - Estee Lalonde x Daisy [gifted] -- [gifted] - http://bit.ly/2PSMnEg
⇢ *Christmas PJ's - Old Cath Kidston - http://bit.ly/34eHDx9
⇢ *Grey Hoody - H&M - http://bit.ly/2OeDiEQ
⇢ *Leggings - GymShark - http://bit.ly/2KJMKxG

C O O L  S H I Z Z
⇢ Filmm App: https://apple.co/2Z3FULG [co founder]
⇢ Cordially Invited: http://bit.ly/2HRDiFm
⇢ Zoella Lifestyle: https://go.magik.ly/ml/riv4/",2019-11-23T10:59:20Z,19861,344,617086,0
An Autumn Mood & Halloween Movie Night | AD,-DG3nd7AFGk,"An Autumn Mood & Halloween Movie Night
This video contains a paid partnership
Our Desenio picks: https://desen.io/zoella
Use code: ZOELLA for 40% off prints (excluding handpicked, personalised and frames) up until midnight November 11th 


Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link. This does not affect you as the consumer or the price of the product. It is also not a paid for promotion or a collaboration/advert with the brands featured. Anything featured below may have been sent by PR's, however I am never under any obligation to post & only talk about or use products I like & would naturally recommend --

M E N T I O N E D :
↠ Caroline Hirons Winter Kit - [gifted] - http://bit.ly/34EkbcK
↠ *GHD Curlers - [gifted] - http://bit.ly/34BGdNa
↠ *H&M Dog Jumpers - http://bit.ly/2pCHvc1

F E A T U R I N G :
↠ Alfie: http://bit.ly/2uKk2oN
↠ Mark: http://bit.ly/29Y2AQ6

W E A R I N G :
⇢ *Red jumper - Oliver Bonas [gifted] - http://bit.ly/2NGEFKU
⇢ *Mom Jeans - Topshop - http://bit.ly/2Nbxeg4
⇢ Grey Hat - Old Asos (similar) - https://go.magik.ly/ml/riv3/
⇢ Teddy Bear Coat - Zara - https://go.zara/2NmM3wc
⇢ White ""heart on your sleeve jumper"" - Mark Ferris merch - [gifted] - http://bit.ly/2JTPIiT
⇢ *Hair band - Oliver bones - http://bit.ly/34ycZyC
⇢ *T Shirt - Joanie [gifted] - http://bit.ly/2JFmHqZ
⇢ *Cardigan - Topshop - http://bit.ly/2JVRxf8
⇢ *Converse - http://bit.ly/2VKJ4Dw
⇢ *Brown Trousers - Similar - http://bit.ly/2PRUGjP
⇢ *Denim Jacket - Wrangler [part of previous sponsor] - https://amzn.to/2NouxZw
⇢ *Necklaces - Estee Lalonde x Daisy London - [gifted] - http://bit.ly/2PSMnEg

C O O L  S H I Z Z
⇢ Zoella Website: http://bit.ly/2NokhiS
⇢ Filmm App: https://apple.co/2Z3FULG [co founder]
⇢ Cordially Invited: http://bit.ly/2HRDiFm
⇢ Zoella Lifestyle: https://go.magik.ly/ml/riv4/",2019-11-06T12:12:39Z,22128,357,842902,0
Random Car Chats & Icing Biscuits Class,r7NtOP7z87I,"Random Car Chats & Icing Biscuits Class

Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link. This does not affect you as the consumer or the price of the product. It is also not a paid for promotion or a collaboration/advert with the brands featured. Anything featured below may have been sent by PR's, however I am never under any obligation to post & only talk about or use products I like & would naturally recommend --

M E N T I O N E D :
↠ Stephs Instagram: @Baked.by.steph
↠ *Olaplex Number 3 Treatment - http://bit.ly/2JEXs8j
↠ Upside Down House - http://bit.ly/36qVJ07

F E A T U R I N G :
↠ Alfie: http://bit.ly/2uKk2oN

W E A R I N G :
⇢ *Orange Jumpsuit - http://bit.ly/2JI5q0a
⇢ Black Coat - Old Zara
⇢ *Boots - Topshop - http://bit.ly/2PDLT4N
⇢ Earrings - Zara - https://go.zara/36uu5PV
⇢ *Black Beanie - Vans - http://bit.ly/34mxcr3 *
⇢ *Brown Rimmed Glasses - http://bit.ly/36io9cq
⇢ *Grey Jumper - Asos - http://bit.ly/34jjFQT
⇢ *Earrings - Estee Lalonde X Daisy London - http://bit.ly/2WItPZ7 [gifted]
⇢ *Dress - & Other Stories - http://bit.ly/36le7aJ
⇢ Cream Autumn Winter Rollneck - Sisters & Seekers - http://bit.ly/36qYGgY
⇢ *Khaki Jacket - River Island -http://bit.ly/36rJhNk

C O O L  S H I Z Z
⇢ Filmm App: https://apple.co/2Z3FULG [co founder]
⇢ Cordially Invited: http://bit.ly/2HRDiFm
⇢ Zoella Lifestyle: http://bit.ly/19ZoellaLifestyle",2019-11-01T16:24:23Z,19903,277,634313,0
Pumpkin Carving & Annual Tulleys Halloween Night,rH3-IG_1xUM,"Pumpkin Carving & Annual Tulleys Halloween Night

Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link. This does not affect you as the consumer or the price of the product. It is also not a paid for promotion or a collaboration/advert with the brands featured. Anything featured below may have been sent by PR's, however I am never under any obligation to post & only talk about or use products I like & would naturally recommend --

M E N T I O N E D :
↠ Tulleys Farm - http://bit.ly/2MXk1af
↠ Chocolate Orange Cake Recipe -http://bit.ly/2qXs7XT
↠ Vegan Choc Orange Muffins - http://bit.ly/3307k3V

W E A R I N G :
⇢ Brown Hoody - Sezane - http://bit.ly/36kpFuM
⇢ Coat - Sezane - http://bit.ly/36kpFuM
⇢ Hat - Primark
⇢ *Wellies - Hunter - http://bit.ly/2BSf3Fk
⇢ *Orange Jumper - Asos - http://bit.ly/349kw6K
⇢ *White Rollneck Jumper - Asos - http://bit.ly/34jjFQT (similar)
⇢ Glasses - Rayban [gifted]
⇢ Hoops - Rock n Rose - http://bit.ly/2NojGMF

C O O L  S H I Z Z
⇢ Filmm App: https://apple.co/2Z3FULG [co founder]
⇢ Cordially Invited: http://bit.ly/2HRDiFm
⇢ Zoella Lifestyle: http://bit.ly/19ZoellaLifestyle",2019-10-30T14:14:35Z,19340,297,520181,0
Pumpkin Spice Baking & Surprise For Alfie | AD,FdVzEC7bZvM,"Pumpkin Spice Baking & Surprise For Alfie
This video contains a paid for promotion
Click here https://cen.yt/functionzoella2 to get 20% off your custom formula from Function of Beauty. Available in the US, GB, EU, CA, AUS, NZ & more! Function of Beauty makes unique personalised hair care that is vegan and cruelty-free.

Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link. This does not affect you as the consumer or the price of the product. It is also not a paid for promotion or a collaboration/advert with the brands featured. Anything featured below may have been sent by PR's, however I am never under any obligation to post & only talk about or use products I like & would naturally recommend --

M E N T I O N E D :
↠ *notes on a nervous planet by matt Haig [gifted] - http://bit.ly/2nqDvKu
↠ *Neils yard remedy soothing bath oil - http://bit.ly/2VksSVP
↠ function of beauty - [gifted, paid partner] - http://bit.ly/30KoK2I
↠ lush yog nog shower gel - [gifted] - http://bit.ly/31Q2Yf7
↠ marks new clothing - [gifted] - http://bit.ly/33aPLOa
↠ Florence by mills - [gifted] - http://bit.ly/359NBAl
↠ papergang subscription [gifted] - http://bit.ly/30WUsdi
↠ Jodie wonford illustration [gifted] - http://bit.ly/33dL5HH
↠ *real techniques brush crush reignite [gifted] - http://bit.ly/2APnIrH
↠ *pat McGrath labs makeup [gifted] - http://bit.ly/2VkgmGc
↠ pumpkin spice cupcakes recipe - http://bit.ly/335i2G0
↠ *marks and Spencer frame - http://bit.ly/31T1nFk

F E A T U R I N G :
↠ Alfie: http://bit.ly/2uKk2oN

W E A R I N G :
⇢ *glasses - rayban [gifted] -  http://bit.ly/2VnkaFt
⇢ *lipstick - stila - http://bit.ly/31TbjyD
⇢ *autumn leaf jumper - Kiel James Patrick - http://bit.ly/2AJDHYa
⇢ *mustard coat - Topshop - http://bit.ly/2LQ5GM1
⇢ *earrings - rock n rose [gifted] - http://bit.ly/2L3jwcz
⇢ *nars sheer glow foundation - http://bit.ly/2OaEv1R
⇢ *maybelline instant anti age eraser concealer - http://bit.ly/2zPrBw0
⇢ collection lasting perfection concealer [gifted] - http://bit.ly/2KokO04
⇢ *estee lauder bronze goddess bronzer [gifted] - http://bit.ly/2AOkXXu
⇢ *nars wanted 2 blush palette [gifted] - http://bit.ly/2VmIjgy
⇢ *Anastasia Beverly Hills dip brow pomade [gifted] - http://bit.ly/2V6wQ7I
⇢ Victoria Beckham beauty eye palette in ""tweed"" [gifted] - http://bit.ly/35ax67c
⇢ *pat mcgrath labs fetish eyes mascara [gifted] - http://bit.ly/323HefO
⇢ *em cosmetics ""French nude"" lip colour [gifted] - http://bit.ly/2LP0U1q
⇢ *grey cropped jumper - miss Selfridge - http://bit.ly/2oZkwXW
⇢ floral dress - Zara - https://go.zara/2It5YX9
⇢ *gold pendant necklace - Estee Lalonde x daisy London [gifted] - http://bit.ly/2lWdxNQ
⇢ *jumper - sezane - http://bit.ly/2MaiN9Y
⇢ *high waist pleather trousers - river island - http://bit.ly/2LReaCL
⇢ *brown jumper - asos  - http://bit.ly/2VjxYla

C O O L  S H I Z Z
⇢ Filmm App: https://apple.co/2Z3FULG [co founder]
⇢ Cordially Invited: http://bit.ly/2HRDiFm",2019-10-06T13:19:01Z,30216,467,1033289,0
"Autumn Porch, Shopping & Charity Project",7u6gG7S3Ouc,"Autumn Porch, Shopping & Charity Project

Bag and Bones: http://bit.ly/30LUc0D
Wouldn’t It Be Nice Neon: http://bit.ly/352GZDL
Boobs Neon: http://bit.ly/2MagljM

Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link. This does not affect you as the consumer or the price of the product. It is also not a paid for promotion or a collaboration/advert with the brands featured. Anything featured below may have been sent by PR's, however I am never under any obligation to post & only talk about or use products I like & would naturally recommend --

M E N T I O N E D :
↠  M&S Belgian Chocolate Rice Cakes
↠  Waitress: http://bit.ly/332xXor
↠  American Pancakes Recipe - Cordially Invited: http://bit.ly/2HRDiFm

F E A T U R I N G :
↠ Alfie: http://bit.ly/2uKk2oN
↠ Mark: http://bit.ly/29Y2AQ6
↠ Dianne: http://bit.ly/2YKEir5
↠ Joe: http://bit.ly/2GxjKsz

W E A R I N G :
⇢ *Headband - Anthropologie - http://bit.ly/2AKomXw
⇢ *Cream Cardigan - Topshop - http://bit.ly/31MUDsK
⇢ *Orange Shearling Coat - Monki (last year) (Similar) - http://bit.ly/2Vf2iOc
⇢ *High Neck Black Top - ASOS: (similar) http://bit.ly/2ADTkAv
⇢ *Pom Pom Hat - ASOS : (Similar) http://bit.ly/2ALxJ92
⇢ *White Fluffy Jumper - ASOS: http://bit.ly/3398KsN
⇢ *Colourblock Jumper - Sezane - http://bit.ly/2MaiN9Y
⇢ *Necklace - Daisy London X Estee Lalonde - http://bit.ly/2lWdxNQ

C O O L  S H I Z Z
⇢ Filmm App: https://apple.co/2Z3FULG [co founder]
⇢ Cordially Invited: http://bit.ly/2HRDiFm",2019-10-04T13:55:42Z,26259,363,757760,0
Decorating The House With Autumn Decor,YTNU0HbA1cw,"Decorating The House With Autumn Decor

Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link. This does not affect you as the consumer or the price of the product. It is also not a paid for promotion or a collaboration/advert with the brands featured. Anything featured below may have been sent by PR's, however I am never under any obligation to post & only talk about or use products I like & would naturally recommend --

M E N T I O N E D :
↠ *Velvet Cushion Cover - http://bit.ly/2pfidzS
↠  *Leaf Cushion Cover - http://bit.ly/2nCYHx2
↠  *Cable knit cushion cover - http://bit.ly/2oza4G3
↠ *Rust tassel cushion - http://bit.ly/2mXQO4Q
↠ *Orange fur cushion - http://bit.ly/2pjuxzg
↠ *Grey Textured knit throw - http://bit.ly/2plGlkz
↠ *Textured cream pouffe - http://bit.ly/308SVED
↠ *Supersoft throw - http://bit.ly/2nLokvm
↠ *Door mat - http://bit.ly/2mXO2N0
↠ *Cushion Inners - http://bit.ly/2plJ4KP
↠ *Pink Linen Duvet Cover - http://bit.ly/2pk4WpR
↠ *Waffle Bed Throw - http://bit.ly/2N8f3Ih
↠ *Patterned cushions on bed - http://bit.ly/2otvrZt
↠ *Gourd-geous tea towel - http://bit.ly/2nDE5om
↠ *Pumpkin doggy costume - http://bit.ly/2nNtkQi

W E A R I N G :
⇢Jumper - Sezane - sold out
⇢ *Jeans - Topshop Mom Jeans -  http://bit.ly/2otDbdY
⇢ Hair Band - Anthropologie old
⇢ *Striped brown jumper - ASOS - http://bit.ly/2otwfNZ
⇢ *Corduroy shorts - Sezane - http://bit.ly/2otqnnU

C O O L  S H I Z Z
⇢ Filmm App: https://apple.co/2Z3FULG [co founder]
⇢ Cordially Invited: http://bit.ly/2HRDiFm",2019-10-02T10:59:06Z,29592,539,845277,0
Sunset Chasing & Woodland Walks | AD,4VekUbt1G1c,"Sunset Chasing & Woodland Walks
This video contains a paid for promotion
Amazon Prime Wardrobe: https://amzn.to/2LFNfJX

Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link. This does not affect you as the consumer or the price of the product. It is also not a paid for promotion or a collaboration/advert with the brands featured. Anything featured below may have been sent by PR's, however I am never under any obligation to post & only talk about or use products I like & would naturally recommend --

M E N T I O N E D :
↠*Iris & Lilly Sports Bra - https://amzn.to/2QbU6iv
↠*Aurique Gym Leggings - https://amzn.to/2M2t9se
↠*New Look Friday Floral Skirt - https://amzn.to/2VcfAuR
↠*Lee Women's Scarlett High Skinny Jeans - https://amzn.to/2LCCLv9
↠*Pepe Jeans Women's Linn Trouser - https://amzn.to/31yr2Db
↠*New Look Women's Bermuda Dungaree Jumpsuit - https://amzn.to/2ApdZbp
↠*Wrangler Women's Sherpa Jacket Denim - https://amzn.to/2NouxZw
↠*Vero Moda Grey & Brown Jumper - https://amzn.to/2QjM5bw

F E A T U R I N G :
↠ Alfie: http://bit.ly/2uKk2oN

C O O L  S H I Z Z
⇢ Filmm App: https://apple.co/2Z3FULG [co founder]
⇢ Cordially Invited: http://bit.ly/2HRDiFm",2019-09-20T14:38:10Z,23876,331,672823,0
Pumpkin Picking & Garden Centre Haul,0uWXzfjsP7k,"Pumpkin Picking & Garden Centre Haul

Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link. This does not affect you as the consumer or the price of the product. It is also not a paid for promotion or a collaboration/advert with the brands featured. Anything featured below may have been sent by PR's, however I am never under any obligation to post & only talk about or use products I like & would naturally recommend --

M E N T I O N E D :
↠ *Cath Kidston Christmas - http://bit.ly/31B8cLJ
↠ Pet Face Dog Bed - http://bit.ly/2lYI4KO
↠ *SugarFlair Gel Colours - http://bit.ly/31wI7xu

F E A T U R I N G :
↠ Mark: http://bit.ly/29Y2AQ6

W E A R I N G :
⇢ *Jumper - Sezane - http://bit.ly/31bZKSU
⇢ *Shorts - Sezane - http://bit.ly/2AahS3G
⇢ *Glasses - ASOS - http://bit.ly/31zuBJh
⇢ *Necklace - Daisy London X Estee Lalonde - http://bit.ly/2lWdxNQ
⇢ Boots - Zara - https://go.zara/2Hkza1Y

C O O L  S H I Z Z
⇢ Filmm App: https://apple.co/2Z3FULG [co founder]
⇢ Cordially Invited: http://bit.ly/2HRDiFm",2019-09-19T10:49:40Z,25887,365,828487,0
"Bedroom Refresh, P.O. Box & Celebrations | AD",uiWI1pV6gx8,"Bedroom Refresh, P.O. Box & Celebrations
This video contains a paid for promotion
Use code “ZOELLA” for 30% off prints (excluding handpicked & personalised prints & frames) on all Desenio sites between 3rd-5th September.
My print picks: https://desen.io/zoella 

Links below marked with a ""*"" are affiliate links - which means I receive a percentage of the revenue made from purchasing products through this link. This does not affect you as the consumer or the price of the product. It is also not a paid for promotion or a collaboration/advert with the brands featured. Anything featured below may have been sent by PR's, however I am never under any obligation to post & only talk about or use products I like & would naturally recommend --

M E N T I O N E D :
↠ *Embyolisse Moisturiser - [gifted] http://bit.ly/2PFpPIL
↠ *Drunk Elephant Sunshine Drops - http://bit.ly/2OgEKs8
↠ *Maybelline Erase Concealer - http://bit.ly/2zPrBw0
↠ *It Cosmetics CC Foundation Cream - http://bit.ly/2Fu7Tct
↠ *Chanel Bronzer - http://bit.ly/2NcUJpe
↠ *Nars Wanted Mini Palette - [gifted] http://bit.ly/2YXkUY6
↠ *Marc Jacobs Major Volume Mascara - [gifted] http://bit.ly/2zNepI6
↠ Colorpop X Zoella Lipstick "" @ ME"" - http://bit.ly/2GY0To8
↠ LUSH Advent Calendar [gifted] - http://bit.ly/2kpdJVl
↠ *Gym Shark [gifted] - http://bit.ly/2PAQ9nf
↠ *Hourglass Brow Pencil - [gifted] - http://bit.ly/2PAUneG
↠ *Stila After Hours palette [gifted] - http://bit.ly/2zInfqK
↠ Saturday by Megan Ellaby [gifted] - http://bit.ly/2lu4FyM
↠ Mustard Throw - Christy - http://bit.ly/2lzfrE0
↠ Spotty Bedding - Habitat - http://bit.ly/2ltVTAS
↠ Yellow Cushions - Christy - http://bit.ly/2lzfrE0
↠ Pink Cushion - Homesense - http://bit.ly/2lW4QmD 
↠ Symprove - http://bit.ly/2lXhjGJ
↠ Future Self - http://bit.ly/2lzE0Ao
↠ Radical Skincare Enzyme Peel - http://bit.ly/2zM8JhF 
↠ *Tatcha Violet-C Mask - http://bit.ly/2PDeGs9

F E A T U R I N G :
↠ Alfie: http://bit.ly/2uKk2oN

W E A R I N G :
⇢ *T Shirt - Anthropologie - http://bit.ly/2CRqWw
⇢ *Shorter Pendant - Missoma [gifted] - http://bit.ly/2ZdjMPl
⇢ Longer Pendant - Daisy London [gifted] - http://bit.ly/2lWdxNQ
⇢ Glasses - Rayban [gifted] -  http://bit.ly/2VnkaFt
⇢ *White V Neck T shirt - Topshop - http://bit.ly/2PBSJti
⇢ *Spotty Shirt - ASOS - http://bit.ly/2zN3MoY
⇢ *Mom Jeans - Topshop - http://bit.ly/2zNRVXq

C O O L  S H I Z Z
⇢ Filmm App: https://apple.co/2Z3FULG [co founder]
⇢ Cordially Invited: http://bit.ly/2HRDiFm",2019-09-03T11:39:16Z,29437,593,1102177,0
